brand_name,price,pants_category,Date,ratings,number_of_ratings
United Colors of Benetton,5599,Regular Fit Jeans,02-06-2025,4.2,36
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1439,Regular Fit Jeans,02-06-2025,3.8,6
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1754,Regular Fit Jeans,06-06-2025,4.3,264
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1799,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1732,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1500,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,2799,Regular Fit Jeans,05-06-2025,3.7,13
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,02-06-2025,3.9,34
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,01-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1794,Regular Fit Jeans,01-06-2025,3.8,5
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,2159,Regular Fit Jeans,03-06-2025,4,76
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,2049,Regular Fit Jeans,04-06-2025,3.8,14
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1749,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1999,Regular Fit Jeans,04-06-2025,4,28
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1399,Regular Fit Jeans,02-06-2025,4.1,78
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,2299,Regular Fit Jeans,06-06-2025,4.3,68
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,919,Regular Fit Jeans,02-06-2025,4.3,107
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,493,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,441,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,454,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,454,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1999,Regular Fit Jeans,01-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
V-Mart,1614,Regular Fit Jeans,01-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,03-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,06-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,02-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,06-06-2025,3.1,35
V-Mart,1614,Regular Fit Jeans,02-06-2025,3.1,35
V-Mart,1439,Regular Fit Jeans,02-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,04-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,02-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,06-06-2025,4.2,42
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,05-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,04-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,04-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1614,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
V-Mart,1614,Regular Fit Jeans,03-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,06-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,06-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,06-06-2025,4.6,5
V-Mart,1614,Regular Fit Jeans,02-06-2025,3.1,35
V-Mart,1614,Regular Fit Jeans,05-06-2025,3.1,35
V-Mart,1439,Regular Fit Jeans,04-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,04-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,01-06-2025,4.2,42
V-Mart,1614,Regular Fit Jeans,02-06-2025,4.2,42
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,02-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,01-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,02-06-2025,4,63
V-Mart,1614,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1614,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1499,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1503,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1503,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
Roadster,974,Regular Fit Jeans,04-06-2025,4,63
Roadster,774,Baggy Jeans,03-06-2025,3.3,90
United Colors of Benetton,1499,Regular Fit Jeans,05-06-2025,3.5,31
Roadster,599,Regular Fit Jeans,01-06-2025,3.9,65
Roadster,869,Baggy Jeans,03-06-2025,3.7,43
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,849,Baggy Jeans,06-06-2025,3.5,16
Roadster,782,Baggy Jeans,01-06-2025,3.6,103
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,01-06-2025,4.4,412
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,594,Regular Fit Jeans,02-06-2025,3.8,12900
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,774,Baggy Jeans,04-06-2025,3.9,39
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,769,Regular Fit Jeans,06-06-2025,4.8,13
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,662,Regular Fit Jeans,03-06-2025,4.1,42
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1224,Regular Fit Jeans,03-06-2025,4.5,76
Roadster,571,Cargo Jeans,01-06-2025,3.5,42
Roadster,883,Baggy Jeans,02-06-2025,3.6,18
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,805,Regular Fit Jeans,05-06-2025,3.9,51
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,849,Regular Fit Jeans,03-06-2025,4.2,114
WROGN,1151,Loose Fit Jeans,05-06-2025,3.6,33
Roadster,774,Baggy Jeans,03-06-2025,3.7,66
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,743,Regular Fit Jeans,05-06-2025,3.6,41
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,753,Regular Fit Jeans,05-06-2025,3.8,41
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,629,Regular Fit Jeans,01-06-2025,3.7,726
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,791,Regular Fit Jeans,04-06-2025,3.6,188
Roadster,571,Loose Fit Jeans,06-06-2025,3.7,69
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,919,Regular Fit Jeans,05-06-2025,3.8,2500
SPYKAR,1139,Loose Fit Jeans,01-06-2025,4.5,46
WROGN,1376,Cargo Jeans,05-06-2025,4.4,33
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,662,Regular Fit Jeans,05-06-2025,4.2,59
Roadster,890,Loose Fit Jeans,04-06-2025,3.7,31
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,789,Regular Fit Jeans,02-06-2025,4,353
Roadster,759,Regular Fit Jeans,06-06-2025,3.5,49
Roadster,599,Cargo Jeans,06-06-2025,4.1,71
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1007,Regular Fit Jeans,04-06-2025,2.9,7
Roadster,857,Loose Fit Jeans,01-06-2025,4.1,56
WROGN,879,Regular Fit Jeans,03-06-2025,4.1,56
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
Roadster,519,Regular Fit Jeans,03-06-2025,4.2,33
United Colors of Benetton,874,Regular Fit Jeans,02-06-2025,4.2,29
Roadster,929,Baggy Jeans,05-06-2025,4.1,56
Roadster,519,Regular Fit Jeans,06-06-2025,4.3,26
Roadster,539,Regular Fit Jeans,04-06-2025,3.7,180
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,571,Baggy Jeans,06-06-2025,3.9,30
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,974,Regular Fit Jeans,05-06-2025,5,7
Roadster,769,Baggy Jeans,04-06-2025,3.6,85
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,551,Cargo Jeans,03-06-2025,4,29
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,929,Regular Fit Jeans,05-06-2025,4.3,373
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,623,Baggy Jeans,03-06-2025,3.8,33
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1049,Regular Fit Jeans,06-06-2025,3.1,43
Roadster,551,Cargo Jeans,03-06-2025,4.2,36
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,629,Regular Fit Jeans,06-06-2025,3.9,28
Roadster,857,Loose Fit Jeans,02-06-2025,4.1,76
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,779,Regular Fit Jeans,05-06-2025,3.3,8
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1039,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1324,Regular Fit Jeans,03-06-2025,2.8,15
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,464,Regular Fit Jeans,02-06-2025,3.8,16
Roadster,805,Loose Fit Jeans,03-06-2025,4.3,64
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,769,Regular Fit Jeans,02-06-2025,4.1,174
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1374,Regular Fit Jeans,03-06-2025,2.9,109
Roadster,805,Loose Fit Jeans,05-06-2025,3.8,71
SPYKAR,1364,Regular Fit Jeans,05-06-2025,4.2,40
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,527,Baggy Jeans,03-06-2025,3.7,47
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1343,Regular Fit Jeans,04-06-2025,4.3,62
Roadster,863,Cargo Jeans,03-06-2025,4.7,6
Roadster,499,Regular Fit Jeans,04-06-2025,4.2,45
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,571,Regular Fit Jeans,06-06-2025,4.8,20
Roadster,805,Baggy Jeans,04-06-2025,3.9,53
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,799,Regular Fit Jeans,04-06-2025,3.8,14
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1099,Regular Fit Jeans,03-06-2025,3.6,7
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1006,Regular Fit Jeans,05-06-2025,4.5,14
Roadster,492,Regular Fit Jeans,05-06-2025,3,37
Roadster,831,Baggy Jeans,03-06-2025,4,74
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,659,Regular Fit Jeans,02-06-2025,2.3,6
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,599,Regular Fit Jeans,03-06-2025,4.4,20
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,599,Baggy Jeans,03-06-2025,3.9,54
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
Roadster,599,Loose Fit Jeans,05-06-2025,3.4,38
United Colors of Benetton,599,Regular Fit Jeans,02-06-2025,4,22
Roadster,929,Loose Fit Jeans,01-06-2025,3.9,57
Roadster,527,Baggy Jeans,06-06-2025,3.5,43
Roadster,599,Baggy Jeans,05-06-2025,3,55
Roadster,727,Regular Fit Jeans,03-06-2025,4,54
Roadster,571,Baggy Jeans,05-06-2025,3.7,55
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,503,Baggy Jeans,05-06-2025,3.8,45
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1394,Regular Fit Jeans,03-06-2025,4.4,79
Roadster,849,Cargo Jeans,01-06-2025,4.4,33
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1169,Regular Fit Jeans,04-06-2025,4.4,73
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1154,Regular Fit Jeans,04-06-2025,4.1,88
U.S. Polo Assn. Denim Co.,1418,Regular Fit Jeans,06-06-2025,3.9,35
Roadster,767,Baggy Jeans,05-06-2025,3.1,94
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,989,Regular Fit Jeans,03-06-2025,3.9,11
Roadster,767,Baggy Jeans,03-06-2025,3.8,67
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1006,Regular Fit Jeans,06-06-2025,4.1,7
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,924,Regular Fit Jeans,02-06-2025,4,5
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,639,Regular Fit Jeans,04-06-2025,3,45
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,728,Regular Fit Jeans,02-06-2025,4.7,13
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,669,Regular Fit Jeans,04-06-2025,3.5,172
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1349,Regular Fit Jeans,02-06-2025,2.8,40
Roadster,805,Loose Fit Jeans,02-06-2025,4,59
Roadster,805,Regular Fit Jeans,02-06-2025,4,69
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,03-06-2025,4.2,18
Roadster,527,Regular Fit Jeans,02-06-2025,3.9,25
Roadster,599,Baggy Jeans,04-06-2025,3.9,56
Roadster,623,Cargo Jeans,01-06-2025,3.5,27
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,929,Cargo Jeans,06-06-2025,4,49
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1394,Regular Fit Jeans,01-06-2025,4.2,160
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,571,Loose Fit Jeans,03-06-2025,4,29
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1049,Regular Fit Jeans,01-06-2025,3.9,56
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1099,Regular Fit Jeans,03-06-2025,3.7,15
Roadster,597,Loose Fit Jeans,02-06-2025,3.7,76
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1349,Regular Fit Jeans,02-06-2025,3.5,34
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,993,Regular Fit Jeans,06-06-2025,4.2,12
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,549,Regular Fit Jeans,03-06-2025,3.8,75
Roadster,545,Baggy Jeans,05-06-2025,3.7,22
Roadster,526,Regular Fit Jeans,03-06-2025,3.8,3900
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1349,Regular Fit Jeans,01-06-2025,4,63
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1118,Regular Fit Jeans,02-06-2025,4.3,13
Roadster,1154,Cargo Jeans,04-06-2025,4.2,5
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1118,Regular Fit Jeans,02-06-2025,4.3,13
Roadster,1154,Cargo Jeans,05-06-2025,4.2,5
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,05-06-2025,3.2,15
Roadster,917,Cargo Jeans,03-06-2025,4.4,22
WROGN,979,Regular Fit Jeans,06-06-2025,4.6,17
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
Roadster,571,Loose Fit Jeans,02-06-2025,4.3,17
United Colors of Benetton,571,Regular Fit Jeans,04-06-2025,4.3,17
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,569,Regular Fit Jeans,06-06-2025,4.1,10
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,988,Regular Fit Jeans,04-06-2025,3.7,94
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,799,Regular Fit Jeans,06-06-2025,4,63
Roadster,1112,Regular Fit Jeans,05-06-2025,3.9,31
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
V-Mart,975,Regular Fit Jeans,02-06-2025,4.2,42
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1079,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1362,Regular Fit Jeans,01-06-2025,4,63
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
Roadster,857,Loose Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1159,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,975,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,879,Regular Fit Jeans,01-06-2025,4,63
Roadster,571,Baggy Jeans,01-06-2025,3.8,53
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,647,Regular Fit Jeans,01-06-2025,3.4,11
Roadster,599,Loose Fit Jeans,01-06-2025,3.5,48
Roadster,545,Loose Fit Jeans,03-06-2025,3.8,26
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1385,Regular Fit Jeans,05-06-2025,4.6,46
Roadster,545,Cargo Jeans,02-06-2025,4.3,53
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1149,Regular Fit Jeans,06-06-2025,3.2,17
Roadster,781,Loose Fit Jeans,01-06-2025,3.8,76
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1329,Regular Fit Jeans,04-06-2025,4.2,72
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,956,Regular Fit Jeans,05-06-2025,2.4,7
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,990,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1224,Regular Fit Jeans,03-06-2025,3.8,27
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,929,Regular Fit Jeans,02-06-2025,4.3,25
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,979,Regular Fit Jeans,03-06-2025,4,6
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,04-06-2025,2.4,5
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1299,Regular Fit Jeans,03-06-2025,3.6,7
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1049,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
SPYKAR,1364,Regular Fit Jeans,03-06-2025,4,129
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,899,Regular Fit Jeans,01-06-2025,4,29
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
SPYKAR,1014,Regular Fit Jeans,03-06-2025,4,16
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,924,Regular Fit Jeans,02-06-2025,3.5,18
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,734,Regular Fit Jeans,02-06-2025,2.8,8
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
V-Mart,1017,Cargo Jeans,04-06-2025,3.4,87
United Colors of Benetton,989,Regular Fit Jeans,05-06-2025,3.8,9
Roadster,867,Baggy Jeans,03-06-2025,3.6,72
Roadster,1649,Loose Fit Jeans,06-06-2025,4.2,42
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
V-Mart,1017,Cargo Jeans,05-06-2025,3.4,87
United Colors of Benetton,989,Regular Fit Jeans,06-06-2025,3.8,9
Roadster,867,Baggy Jeans,04-06-2025,3.6,72
Roadster,1649,Loose Fit Jeans,06-06-2025,4.2,42
