brand_name,price,MRP,discount_percent,ratings,number_of_ratings,pants_category
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,441.0,1299.0,0.66,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,454.0,1299.0,0.65,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,454.0,1299.0,0.65,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1999.0,2499.0,5.0,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1829.0,2999.0,0.39,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,3.1,35.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,3.1,35.0,Regular Fit Jeans
V-Mart,1439.0,1599.0,0.1,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.6,5.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,3.1,35.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,3.1,35.0,Regular Fit Jeans
V-Mart,1439.0,1599.0,0.1,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.2,42.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
V-Mart,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1614.0,1699.0,0.05,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1499.0,2999.0,0.5,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1503.0,3199.0,0.53,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1503.0,3199.0,0.53,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1829.0,2999.0,0.39,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1829.0,2999.0,0.39,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,974.0,2499.0,0.61,4.0,63.0,Regular Fit Jeans
Roadster,774.0,2499.0,0.69,3.3,90.0,Baggy Jeans
United Colors of Benetton,1499.0,2999.0,0.5,3.5,31.0,Regular Fit Jeans
Roadster,599.0,1499.0,0.6,3.9,65.0,Regular Fit Jeans
Roadster,869.0,2999.0,0.71,3.7,43.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,849.0,2499.0,0.66,3.5,16.0,Baggy Jeans
Roadster,782.0,2699.0,0.71,3.6,103.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,999.0,2499.0,15.0,4.4,412.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,594.0,1699.0,0.65,3.8,12900.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,774.0,2499.0,0.69,3.9,39.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,769.0,2199.0,0.65,4.8,13.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,662.0,1699.0,0.61,4.1,42.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1224.0,3499.0,0.65,4.5,76.0,Regular Fit Jeans
Roadster,571.0,2599.0,0.78,3.5,42.0,Cargo Jeans
Roadster,883.0,2599.0,0.66,3.6,18.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,805.0,2599.0,0.69,3.9,51.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,849.0,2499.0,0.66,4.2,114.0,Regular Fit Jeans
WROGN,1151.0,2399.0,0.52,3.6,33.0,Loose Fit Jeans
Roadster,774.0,2499.0,0.69,3.7,66.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,743.0,2399.0,0.69,3.6,41.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,753.0,2599.0,0.71,3.8,41.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,629.0,2249.0,0.72,3.7,726.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,791.0,2399.0,0.67,3.6,188.0,Regular Fit Jeans
Roadster,571.0,2599.0,0.78,3.7,69.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,919.0,2299.0,0.6,3.8,2500.0,Regular Fit Jeans
SPYKAR,1139.0,2999.0,0.62,4.5,46.0,Loose Fit Jeans
WROGN,1376.0,2699.0,0.49,4.4,33.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,662.0,1699.0,0.61,4.2,59.0,Regular Fit Jeans
Roadster,890.0,2699.0,0.67,3.7,31.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,789.0,1799.0,10.1,4.0,353.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,3.5,49.0,Regular Fit Jeans
Roadster,599.0,2999.0,0.8,4.1,71.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1007.0,3599.0,0.72,2.9,7.0,Regular Fit Jeans
Roadster,857.0,2599.0,0.67,4.1,56.0,Loose Fit Jeans
WROGN,879.0,2199.0,0.6,4.1,56.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,519.0,2599.0,0.8,4.2,33.0,Regular Fit Jeans
United Colors of Benetton,874.0,3499.0,0.75,4.2,29.0,Regular Fit Jeans
Roadster,929.0,2999.0,0.69,4.1,56.0,Baggy Jeans
Roadster,519.0,2599.0,0.8,4.3,26.0,Regular Fit Jeans
Roadster,539.0,2699.0,0.8,3.7,180.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,571.0,2599.0,0.78,3.9,30.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,974.0,2499.0,0.61,5.0,7.0,Regular Fit Jeans
Roadster,769.0,2199.0,0.65,3.6,85.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,551.0,2399.0,0.77,4.0,29.0,Cargo Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,929.0,2699.0,17.7,4.3,373.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,623.0,2599.0,0.76,3.8,33.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1049.0,2999.0,0.65,3.1,43.0,Regular Fit Jeans
Roadster,551.0,2399.0,0.77,4.2,36.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,629.0,2999.0,0.79,3.9,28.0,Regular Fit Jeans
Roadster,857.0,2599.0,0.67,4.1,76.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,779.0,2399.0,16.2,3.3,8.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1039.0,1999.0,0.48,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1324.0,2649.0,0.5,2.8,15.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,464.0,1499.0,0.69,3.8,16.0,Regular Fit Jeans
Roadster,805.0,2599.0,0.69,4.3,64.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,769.0,2199.0,0.65,4.1,174.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1374.0,2749.0,0.5,2.9,109.0,Regular Fit Jeans
Roadster,805.0,2599.0,0.69,3.8,71.0,Loose Fit Jeans
SPYKAR,1364.0,3899.0,0.65,4.2,40.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,527.0,2399.0,0.78,3.7,47.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1343.0,2399.0,0.44,4.3,62.0,Regular Fit Jeans
Roadster,863.0,3199.0,0.73,4.7,6.0,Cargo Jeans
Roadster,499.0,1999.0,0.75,4.2,45.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,571.0,2599.0,0.78,4.8,20.0,Regular Fit Jeans
Roadster,805.0,2599.0,0.69,3.9,53.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,799.0,1999.0,0.6,3.8,14.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1099.0,2749.0,0.6,3.6,7.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1006.0,2649.0,0.62,4.5,14.0,Regular Fit Jeans
Roadster,492.0,1699.0,0.71,3.0,37.0,Regular Fit Jeans
Roadster,831.0,2599.0,0.68,4.0,74.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,659.0,2999.0,0.78,2.3,6.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,599.0,1999.0,0.7,4.4,20.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,599.0,2999.0,0.8,3.9,54.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,599.0,2999.0,0.8,3.4,38.0,Loose Fit Jeans
United Colors of Benetton,599.0,2999.0,0.8,4.0,22.0,Regular Fit Jeans
Roadster,929.0,2999.0,0.69,3.9,57.0,Loose Fit Jeans
Roadster,527.0,2199.0,0.76,3.5,43.0,Baggy Jeans
Roadster,599.0,2999.0,0.8,3.0,55.0,Baggy Jeans
Roadster,727.0,2599.0,0.72,4.0,54.0,Regular Fit Jeans
Roadster,571.0,2599.0,0.78,3.7,55.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,503.0,2399.0,0.79,3.8,45.0,Baggy Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1394.0,6399.0,50.05,4.4,79.0,Regular Fit Jeans
Roadster,849.0,3399.0,0.75,4.4,33.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1169.0,2599.0,0.55,4.4,73.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1154.0,3299.0,0.65,4.1,88.0,Regular Fit Jeans
U.S. Polo Assn. Denim Co.,1418.0,3299.0,0.57,3.9,35.0,Regular Fit Jeans
Roadster,767.0,2399.0,0.68,3.1,94.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,989.0,3299.0,0.7,3.9,11.0,Regular Fit Jeans
Roadster,767.0,2399.0,0.68,3.8,67.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1006.0,3049.0,0.67,4.1,7.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,924.0,3699.0,0.75,4.0,5.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,639.0,2449.0,18.1,3.0,45.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,728.0,2699.0,0.73,4.7,13.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,669.0,2099.0,14.3,3.5,172.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1349.0,2699.0,0.5,2.8,40.0,Regular Fit Jeans
Roadster,805.0,2599.0,0.69,4.0,59.0,Loose Fit Jeans
Roadster,805.0,2599.0,0.69,4.0,69.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,999.0,3999.0,0.75,4.2,18.0,Regular Fit Jeans
Roadster,527.0,2399.0,0.78,3.9,25.0,Regular Fit Jeans
Roadster,599.0,2999.0,0.8,3.9,56.0,Baggy Jeans
Roadster,623.0,2599.0,0.76,3.5,27.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,929.0,2999.0,0.69,4.0,49.0,Cargo Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1394.0,6399.0,50.05,4.2,160.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,571.0,2599.0,0.78,4.0,29.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1049.0,2999.0,0.65,3.9,56.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1099.0,3199.0,21.0,3.7,15.0,Regular Fit Jeans
Roadster,597.0,2599.0,0.77,3.7,76.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1349.0,2999.0,0.55,3.5,34.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,993.0,1399.0,0.29,4.2,12.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,549.0,2499.0,0.78,3.8,75.0,Regular Fit Jeans
Roadster,545.0,2599.0,0.79,3.7,22.0,Baggy Jeans
Roadster,526.0,1699.0,0.69,3.8,3900.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1349.0,2699.0,0.5,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1118.0,2599.0,0.56,4.3,13.0,Regular Fit Jeans
Roadster,1154.0,3299.0,0.65,4.2,5.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1118.0,2599.0,0.56,4.3,13.0,Regular Fit Jeans
Roadster,1154.0,3299.0,0.65,4.2,5.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,999.0,3499.0,25.0,3.2,15.0,Regular Fit Jeans
Roadster,917.0,3399.0,0.73,4.4,22.0,Cargo Jeans
WROGN,979.0,2799.0,0.65,4.6,17.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,571.0,2599.0,0.78,4.3,17.0,Loose Fit Jeans
United Colors of Benetton,571.0,2599.0,0.78,4.3,17.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,569.0,1899.0,0.7,4.1,10.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,988.0,2299.0,0.57,3.7,94.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,799.0,2499.0,0.68,4.0,63.0,Regular Fit Jeans
Roadster,1112.0,2099.0,0.47,3.9,31.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
V-Mart,975.0,1049.0,0.07,4.2,42.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1079.0,1199.0,0.1,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1362.0,2899.0,0.53,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,857.0,2599.0,0.67,4.0,63.0,Loose Fit Jeans
United Colors of Benetton,1159.0,2899.0,0.6,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,975.0,1049.0,0.07,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,879.0,2199.0,0.6,4.0,63.0,Regular Fit Jeans
Roadster,571.0,2599.0,0.78,3.8,53.0,Baggy Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,647.0,2479.0,18.32,3.4,11.0,Regular Fit Jeans
Roadster,599.0,2999.0,0.8,3.5,48.0,Loose Fit Jeans
Roadster,545.0,2599.0,0.79,3.8,26.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1385.0,3299.0,0.58,4.6,46.0,Regular Fit Jeans
Roadster,545.0,2599.0,0.79,4.3,53.0,Cargo Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1149.0,2299.0,0.5,3.2,17.0,Regular Fit Jeans
Roadster,781.0,1699.0,0.54,3.8,76.0,Loose Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1329.0,3499.0,0.62,4.2,72.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,956.0,3299.0,0.71,2.4,7.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,990.0,2475.0,0.6,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1224.0,3499.0,0.65,3.8,27.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,929.0,999.0,0.07,4.3,25.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,979.0,1399.0,0.3,4.0,6.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,999.0,2499.0,0.6,2.4,5.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1299.0,2599.0,0.5,3.6,7.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
United Colors of Benetton,1049.0,2099.0,0.5,4.0,63.0,Regular Fit Jeans
WROGN,1374.0,2499.0,0.45,4.2,57.0,Loose Fit Jeans
SPYKAR,1364.0,3899.0,0.65,4.0,129.0,Regular Fit Jeans
Roadster,759.0,1899.0,0.6,4.0,63.0,Regular Fit Jeans
